# name,lat,lon,kind,setting,parking_m,parking_type,neighbours_60m
Saigon Sunrise,-37.9713,145.1491,bakery,MALL,39,surface,6
Salang Restaurant & Cafe,-37.9855,145.2137,restaurant,STRIP,36,surface,6
Salsas Fresh Mex Grill,-37.9581,145.053,fast_food,MALL,79,surface,15
Saltimbocca,-37.9658,145.0558,restaurant,STRIP,72,street_side,8
Samir,-37.9735,145.186,butcher,STANDALONE,83,street_side,2
Sammy's Pizza Boys,-38.0268,145.1023,fast_food,STRIP,16,surface,6
Sana Coffee,-37.9611,145.0398,cafe,STANDALONE_PARKING,57,surface,0
Sandbelt Hotel,-37.9381,145.068,pub,STANDALONE_PARKING,13,surface,0
Sandwich Chefs,-37.958,145.0537,fast_food,MALL,22,surface,11
Saray Halal Meats,-37.9853,145.2145,butcher,STANDALONE,107,surface,0
Sav's Halal Butchery,-37.9882,145.216,butcher,STANDALONE_PARKING,32,surface,4
Schnitz,-37.9582,145.053,fast_food,MALL,79,multi-storey,15
Schnitz,-37.9929,145.1733,fast_food,MALL,89,surface,6
Scicluna's,-37.9815,145.0642,greengrocer,STANDALONE,116,surface,0
Seaford Fish & Chips,-38.0892,145.1285,fast_food,STANDALONE_PARKING,17,surface,2
Seasoning Cafe,-37.9853,145.2122,cafe,STRIP,47,surface,10
Selfie Cafe,-37.9681,145.1743,cafe,STANDALONE,88,surface,0
Serina Cafe,-37.9701,145.089,cafe,MALL,14,surface,3
Sessions,-37.9491,145.0416,alcohol,STANDALONE_PARKING,65,street_side,4
Setaesh,-37.9897,145.2157,restaurant,STANDALONE_PARKING,44,surface,1
Shahi Tadka,-37.9891,145.2152,restaurant,STANDALONE_PARKING,40,surface,2
Shams Restaurant,-37.9877,145.2129,restaurant,STRIP,23,surface,6
Sharetea,-37.9502,145.1515,cafe,STRIP,10,surface,28
Shark Fin Chinese Restuarant,-37.9947,145.1735,restaurant,STANDALONE_PARKING,48,surface,3
Shell,-37.99,145.1412,convenience,STANDALONE,105,surface,0
Si Mamma,-37.958,145.0536,restaurant,MALL,28,surface,14
Siam Basil,-37.9879,145.2125,restaurant,STRIP,65,surface,6
Siem Reap's Grocery,-37.9657,145.1744,supermarket,MALL,59,surface,11
Sieu Ky Poultry,-37.9508,145.1519,butcher,MALL,29,surface,25
Simpson Street Cafe,-37.9477,145.0754,cafe,STANDALONE,259,surface,0
Sing Bros Groceries,-37.9663,145.1746,convenience,STRIP,40,surface,16
Skippy Pizza Pasta & Ribs,-37.9794,145.0532,restaurant,STRIP,59,surface,6
Sky Pizza,-37.9899,145.2142,fast_food,STANDALONE_PARKING,43,surface,1
Somm Wine Bar,-37.9671,145.0552,bar,STRIP,29,surface,12
Song Hiep Butchers,-37.9503,145.1508,butcher,MALL,38,surface,17
Sonoun Kimlee Coffee,-37.9489,145.1513,cafe,STRIP,23,surface,24
Sons of Mischief,-37.9491,145.0438,cafe,STANDALONE_PARKING,36,street_side,3
Soul Press,-38.0387,145.1083,cafe,STANDALONE,226,surface,2
Southern Seas,-38.0518,145.1165,restaurant,STANDALONE_PARKING,69,street_side,0
Souvalicious,-38.0676,145.1438,fast_food,MALL,28,surface,10
Souvlaki Bar,-37.9839,145.1335,restaurant,STANDALONE_PARKING,25,surface,2
Souvlaki Grill Burgers,-37.9808,145.0696,fast_food,STANDALONE,166,surface,2
Soy,-37.9702,145.0891,fast_food,MALL,24,surface,3
Spice Paradise Indian Cuisine,-37.9835,145.132,restaurant,STANDALONE_PARKING,21,surface,4
Spice Supermarket,-37.9665,145.1749,convenience,STRIP,24,surface,17
Spring Hot Bread,-37.9717,145.1496,bakery,MALL,35,surface,12
Springvale Coffee,-37.9616,145.1426,cafe,STRIP,72,surface,6
Springvale Kebabs,-37.9482,145.1533,fast_food,STANDALONE_PARKING,46,surface,1
Springvale Plaza Cellars,-37.9621,145.1433,alcohol,STRIP,19,surface,8
Springvale South SUPA IGA,-37.972,145.1497,supermarket,MALL,45,surface,8
Springvale Spices,-37.9476,145.1532,convenience,STANDALONE_PARKING,29,surface,2
Spudbar,-37.9579,145.0532,restaurant,MALL,56,surface,16
Squires Loft,-37.9659,145.0574,cafe,STANDALONE_PARKING,34,street_side,1
Sri Ganapathi South Indian,-37.9669,145.1753,restaurant,STANDALONE_PARKING,33,surface,4
Star Cafe Springvale,-37.9499,145.1515,cafe,STRIP,18,surface,10
Stephen Road Cafe,-38.0081,145.2127,cafe,STANDALONE,568,surface,0
Stirfry's,-38.0674,145.1438,fast_food,MALL,31,surface,11
Stomping Ground Brewing Co,-37.9416,145.0621,pub,STANDALONE_PARKING,67,surface,0
Street Hot Pot,-37.9494,145.1521,restaurant,STRIP,21,surface,14
Strings Takeaway,-37.9665,145.1746,fast_food,STRIP,17,surface,16
Subway,-38.0669,145.144,fast_food,STRIP,60,surface,6
Subway,-37.9874,145.1094,fast_food,STANDALONE,331,surface,0
Subway,-37.9512,145.0783,fast_food,STANDALONE_PARKING,50,surface,1
Subway,-37.9734,145.1209,fast_food,STANDALONE_PARKING,46,surface,1
Subway,-37.9931,145.1734,fast_food,MALL,65,surface,7
Subway,-37.9718,145.088,fast_food,MALL,42,surface,1
Subway,-37.9648,145.1727,fast_food,STANDALONE_PARKING,17,surface,2
Subway,-37.9656,145.0554,fast_food,STRIP,32,street_side,8
Subway,-38.0049,145.2181,fast_food,STANDALONE_PARKING,33,surface,1
Subway,-37.9837,145.2139,fast_food,STANDALONE_PARKING,55,surface,1
Subway,-38.0144,145.2146,fast_food,STANDALONE_PARKING,22,surface,0
Sunny Thor,-37.9886,145.2138,cafe,STANDALONE_PARKING,51,surface,3
Surur African Variety,-37.9664,145.1765,supermarket,STANDALONE,80,street_side,3
Sushi Pedia,-37.949,145.0416,fast_food,STANDALONE_PARKING,56,street_side,4
Sushi Sushi,-37.9582,145.0534,restaurant,MALL,56,surface,16
Sushi Sushi,-37.9587,145.0552,restaurant,MALL,87,multi-storey,9
Sushi Takeaway,-38.0537,145.1163,fast_food,STRIP,85,surface,10
Sweet! Espresso,-37.9749,145.0688,cafe,STANDALONE_PARKING,34,surface,0
TGI Fridays,-37.9594,145.0538,restaurant,MALL,78,multi-storey,2
THE Boulevarde Cafe,-37.989,145.1506,cafe,STANDALONE,80,surface,0
TT Bakehouse,-37.9539,145.1518,bakery,STRIP,38,surface,6
Tabac Bakery,-37.9527,145.152,bakery,STANDALONE_PARKING,35,surface,4
Tabaq,-37.9852,145.2137,restaurant,STRIP,46,surface,6
Tai Wah Chinese Restaurant,-37.981,145.0638,restaurant,STANDALONE,112,surface,3
Tan Hung Poultry,-37.949,145.1507,butcher,MALL,8,rooftop,24
Tan Vuong,-37.9507,145.1519,butcher,MALL,19,surface,26
Tandoori Pavilion,-38.0361,145.1066,restaurant,STANDALONE_PARKING,27,surface,1
Tasman Butchers,-37.9709,145.0913,butcher,MALL,70,surface,4
Taste Of Paradise Halal Pizza,-37.9848,145.2132,fast_food,STANDALONE_PARKING,21,surface,5
Teaser Black,-37.9589,145.0557,cafe,MALL,84,multi-storey,8
Temptation Pies,-38.042,145.1393,cafe,STANDALONE,147,surface,0
Thai Hoa Long Co,-37.9489,145.1511,supermarket,STRIP,28,surface,27
Thai Rose Restaurant,-38.0515,145.1152,restaurant,STANDALONE_PARKING,62,surface,5
Thai Today,-37.9811,145.0698,restaurant,STANDALONE,133,surface,3
Thai Village,-37.9809,145.0631,restaurant,STANDALONE_PARKING,63,surface,5
Thanh Nga Cafe,-37.9522,145.1511,cafe,STRIP,30,surface,12
Thanh Phat,-37.949,145.1508,butcher,MALL,17,rooftop,28
Thanh Thien Springvale Fresh Fruit Market,-37.9516,145.1515,greengrocer,MALL,37,street_side,25
Thanh Vy,-37.9505,145.1515,restaurant,STRIP,24,surface,30
The Bottle-O Bay Road,-37.9567,145.044,alcohol,STANDALONE_PARKING,17,surface,4
The Bottle-O Mentone,-37.9796,145.0532,alcohol,STANDALONE_PARKING,79,surface,5
The Bottle-O Springvale,-37.9487,145.1513,alcohol,STRIP,36,surface,19
The Bottle-O Steve's Liquor,-37.9713,145.149,alcohol,MALL,32,surface,7
The Bridge Terrace,-38.0094,145.088,restaurant,STANDALONE,111,surface,2
The Butcher Club,-37.959,145.055,butcher,MALL,124,multi-storey,7
The Cheesecake Shop,-37.9895,145.2149,bakery,STANDALONE_PARKING,43,surface,2
The Cheesecake Shop,-38.0525,145.1168,bakery,STANDALONE,149,street_side,2
The Chelsea Collective,-38.0531,145.1161,cafe,STANDALONE_PARKING,69,surface,5
The Coffee Bar,-37.9877,145.2169,cafe,STANDALONE_PARKING,52,surface,1
The Coffee Club,-38.0536,145.1164,cafe,STRIP,90,surface,8
The Corner Store,-37.9811,145.0653,restaurant,STANDALONE_PARKING,66,surface,0
The Cove Hotel,-38.0708,145.1366,pub,STANDALONE_PARKING,25,surface,0
The Dandenong Pavilion,-37.982,145.2104,pub,STANDALONE_PARKING,10,surface,0
The Dream Korean Bistro,-37.9485,145.1514,restaurant,STRIP,44,surface,12
The Famished Wolf,-38.0028,145.1116,cafe,STANDALONE,529,surface,0
The Fruit Men,-37.9661,145.0554,supermarket,STRIP,54,street_side,14
The Gate Hot Pot,-37.9493,145.1505,restaurant,MALL,36,rooftop,13
The Grazery,-37.9809,145.063,restaurant,STANDALONE_PARKING,57,surface,4
The Hot Bird,-37.9672,145.0552,fast_food,STRIP,21,surface,11
The Indian Hut,-38.0512,145.1152,restaurant,STANDALONE_PARKING,53,surface,5
The Lake Restaurant,-38.0678,145.1438,cafe,MALL,7,surface,10
The Laughing Rooster,-38.0371,145.1074,fast_food,STANDALONE,108,surface,5
The Little Elphant,-37.9467,145.0319,cafe,STANDALONE_PARKING,24,street_side,0
The Mango Tree,-37.9849,145.2133,fast_food,STRIP,33,surface,7
The Mordi Canteen,-38.0087,145.0872,cafe,STANDALONE_PARKING,60,street_side,4
The Odd Room,-37.9555,145.0381,cafe,STANDALONE,142,multi-storey,0
The Public's Corner,-37.9884,145.214,pub,STANDALONE_PARKING,78,surface,2
The Sunny Cafe,-37.9498,145.1523,restaurant,STRIP,11,surface,8
Thi Thi,-37.9491,145.1513,restaurant,STRIP,13,surface,26
Thida,-37.9492,145.1507,convenience,MALL,25,rooftop,21
Thirsty Camel,-38.0102,145.0883,alcohol,STANDALONE_PARKING,32,surface,3
Thiên Phú,-37.9721,145.1496,restaurant,MALL,39,surface,8
Thu Thu,-37.9511,145.1515,cafe,MALL,48,surface,24
Thuận Kiều,-37.972,145.1489,restaurant,MALL,35,surface,8
Thuận-Phát,-37.9717,145.1497,butcher,MALL,33,surface,8
Thành Lợi,-37.9508,145.1516,convenience,MALL,29,surface,26
Thành Lợi,-37.9522,145.1519,convenience,STRIP,41,surface,14
Thạnh Phát,-37.9488,145.1513,restaurant,STRIP,33,surface,21
Thủ Đô,-37.9664,145.1753,restaurant,STRIP,17,surface,12
Top Juice,-37.9581,145.0532,cafe,MALL,64,surface,16
Toppings and Tea,-37.9506,145.1514,cafe,STRIP,14,surface,32
Truly Scrumptious,-37.9813,145.0633,cafe,STRIP,63,surface,7
Trúc Lâm,-37.9662,145.175,convenience,STRIP,14,surface,16
Trường Giang Grocery,-37.9715,145.149,supermarket,MALL,27,surface,10
Tudor Inn,-37.964,145.0571,pub,STANDALONE_PARKING,18,street_side,0
Turbo Chinese takeaway restaurant,-37.9668,145.1864,restaurant,STANDALONE,360,surface,4
Two Bob Snob,-37.9687,145.0553,cafe,STANDALONE,152,street_side,0
Two Feet First,-38.055,145.117,cafe,STANDALONE_PARKING,50,surface,3
Typhoon,-37.9489,145.0425,restaurant,STRIP,14,street_side,8
UPharmacy,-37.9523,145.1519,chemist,STRIP,41,surface,12
United,-37.9915,145.1982,convenience,STANDALONE,116,surface,1
United,-38.0118,145.1955,convenience,STANDALONE_PARKING,53,surface,0
United,-37.9909,145.1967,convenience,STANDALONE,133,surface,0
United,-38.0863,145.1251,fuel,STANDALONE_PARKING,72,surface,1
United,-38.0864,145.1251,convenience,STANDALONE_PARKING,75,surface,1
United,-37.9547,145.1512,convenience,STANDALONE_PARKING,29,surface,1
United,-37.9603,145.1384,convenience,STANDALONE,185,surface,0
United,-37.9528,145.076,convenience,STANDALONE,220,surface,1
United,-37.9827,145.0751,fuel,STANDALONE_PARKING,29,surface,1
Urban Whisk Cookie Cafe,-37.9489,145.0441,cafe,STANDALONE_PARKING,19,street_side,1
V-P Butcher,-37.9503,145.1509,butcher,MALL,29,surface,22
VIP Kitchens,-37.9542,145.1517,restaurant,STRIP,30,surface,6
VK Bakery & Cake,-37.9716,145.149,bakery,MALL,32,surface,11
VL Butcher,-37.9494,145.152,butcher,STRIP,17,surface,13
VN Food Street,-37.9508,145.1522,restaurant,MALL,46,surface,15
Vacancy,-37.9517,145.1517,supermarket,STRIP,32,street_side,21
Valentino's Pizza & Pasta,-38.0221,145.1175,fast_food,MALL,12,surface,6
Valentinos Fish & Chips,-37.9356,145.0613,cafe,STRIP,16,street_side,8
Victoria Springvale Cake & Bread,-37.9498,145.1525,bakery,STANDALONE_PARKING,19,surface,5
Viet Boy,-37.9579,145.0534,restaurant,MALL,39,surface,16
Villa,-37.9869,145.2148,cafe,MALL,36,multi-storey,3
Vinh Dat BBQ,-37.9493,145.1504,restaurant,MALL,39,rooftop,13
Viva La Vida,-37.988,145.2159,cafe,STANDALONE_PARKING,18,surface,2
Việt Thành,-37.9494,145.1512,bakery,STRIP,42,surface,27
Walker Street Cafe,-37.9881,145.2123,cafe,STANDALONE_PARKING,62,surface,3
Walker's Doughnuts,-37.9584,145.0555,fast_food,MALL,46,multi-storey,7
Walkers Kitchen,-37.9886,145.2102,restaurant,STANDALONE,94,surface,1
Walrus BBQ,-37.9483,145.1511,restaurant,STRIP,24,surface,13
Waltzing Matilda Hotel,-37.9631,145.149,restaurant,STANDALONE_PARKING,28,surface,1
Westall Charcoal Chicken,-37.9405,145.1384,fast_food,STANDALONE_PARKING,15,street_side,2
Where’s Your Aunty?,-38.0512,145.1152,restaurant,STANDALONE_PARKING,53,surface,5
White Street Cafe & Take Away,-37.9995,145.0948,fast_food,STANDALONE,273,surface,0
Window Restaurant,-37.9496,145.1507,restaurant,STRIP,21,surface,14
Windows on the Bay,-38.0088,145.0841,restaurant,STANDALONE_PARKING,38,surface,0
Wings Cafe,-37.9945,145.1456,cafe,STANDALONE_PARKING,38,surface,0
Wishbones Charcoal Chicken,-37.9458,145.0226,fast_food,STANDALONE_PARKING,22,surface,2
Wisla Continental,-37.9891,145.2164,deli,STANDALONE_PARKING,48,surface,3
Wolf of the Willows,-37.9893,145.1003,pub,STANDALONE,563,surface,0
Wonder Fresh,-37.9359,145.0612,greengrocer,STRIP,21,street_side,9
Woolworths,-37.993,145.1726,supermarket,MALL,116,surface,4
Woolworths,-37.9404,145.1037,supermarket,STANDALONE_PARKING,56,surface,1
Woolworths,-37.9841,145.0771,supermarket,MALL,50,surface,1
Woolworths,-37.9875,145.2177,supermarket,MALL,112,surface,0
Woolworths,-38.0118,145.1607,supermarket,MALL,67,surface,1
Woolworths,-37.9742,145.2053,supermarket,STANDALONE_PARKING,79,surface,1
Woolworths,-37.9816,145.0624,supermarket,STANDALONE_PARKING,38,surface,0
Woolworths,-38.0543,145.1158,supermarket,STANDALONE_PARKING,71,surface,2
Woolworths,-37.9491,145.041,supermarket,STANDALONE_PARKING,56,surface,5
Woolworths,-37.9534,145.1516,supermarket,STANDALONE_PARKING,41,surface,2
Woolworths,-37.9596,145.0556,supermarket,MALL,110,surface,0
Woolworths,-38.0677,145.1434,supermarket,MALL,35,surface,13
Woolworths MetroGo,-37.9368,145.0615,convenience,STANDALONE_PARKING,78,surface,0
Woolworths Petrol,-38.0564,145.1174,convenience,STANDALONE_PARKING,46,surface,0
Wrapp'd 619,-38.0749,145.1219,fast_food,STANDALONE_PARKING,75,street_side,2
Xing,-37.9838,145.0647,restaurant,STRIP,83,surface,6
Y'hello Bean,-38.0673,145.1441,fast_food,MALL,53,surface,9
Yarraman Doner Kebabs,-37.9742,145.187,fast_food,STANDALONE_PARKING,30,street_side,2
Yarraman Road Milk Bar,-37.9774,145.1818,convenience,STANDALONE,333,surface,0
Yo-Gainz Protein Yoghurt,-38.0757,145.1221,ice_cream,STANDALONE_PARKING,54,surface,3
Yokohama Sushi,-37.9824,145.0648,restaurant,STRIP,82,surface,11
Yolo,-37.9503,145.1515,cafe,STRIP,19,surface,31
Yong Li Groceries,-37.9508,145.1508,convenience,MALL,24,surface,14
Yoway,-37.9825,145.0648,ice_cream,STRIP,89,surface,12
Zambrero,-37.9826,145.0648,fast_food,STRIP,97,surface,12
Zapata,-37.9851,145.2137,restaurant,STRIP,53,surface,7
Zesty Joe's Pizza & Pasta,-37.9566,145.0439,fast_food,STANDALONE_PARKING,8,surface,4
madamviet,-37.9794,145.0529,restaurant,STANDALONE_PARKING,76,surface,5
tsg,-38.0543,145.1166,alcohol,STRIP,79,surface,10
Đại Gia,-37.9518,145.152,cafe,STRIP,47,street_side,13
新旺記,-37.9505,145.151,restaurant,MALL,22,surface,28
Aspendeli,-38.0146,145.0972,cafe,STANDALONE,120,surface,0
Jayden Brian Bakery,-38.0271,145.1025,bakery,STANDALONE_PARKING,12,surface,5
The Street Cafe Aspendale,-38.0272,145.1026,cafe,STANDALONE_PARKING,25,surface,5
Michelangelo,-38.0266,145.1316,restaurant,STANDALONE_PARKING,24,surface,0
Braeside Lunchbox,-38.01,145.105,fast_food,STANDALONE,387,surface,0
Nando's,-38.0105,145.14,restaurant,STANDALONE_PARKING,24,surface,0
Woodlands Cafe & Takeaway,-37.9943,145.1188,cafe,STANDALONE_PARKING,10,surface,0
Burgled,-38.0752,145.123,fast_food,STANDALONE_PARKING,42,surface,3
Carrum Fish & Chips,-38.076,145.1234,fast_food,STANDALONE_PARKING,65,surface,3
Carrum Station Charcoal Chicken,-38.0761,145.1235,fast_food,STANDALONE_PARKING,51,surface,3
Freddies Kitchen,-38.0755,145.1231,cafe,STANDALONE_PARKING,45,surface,4
Goodfellows Carrum Village Foodstore,-38.0759,145.1234,supermarket,STANDALONE_PARKING,74,surface,4
Johnny's Grog Shop,-38.076,145.1234,alcohol,STANDALONE_PARKING,65,surface,3
The Deli Stall,-38.0754,145.1231,deli,STANDALONE_PARKING,44,surface,3
Wishing Well Tavern,-38.0753,145.123,bar,STANDALONE_PARKING,37,surface,3
Alex's Convenience Store,-38.0453,145.1359,convenience,STANDALONE_PARKING,19,street_side,3
Chelsea Heights Bakehouse,-38.045,145.1365,bakery,STANDALONE_PARKING,46,street_side,3
Chelsea Heights IGA,-38.0452,145.1363,supermarket,STANDALONE_PARKING,18,street_side,4
Chelsea Heights Milk Bar,-38.0481,145.1414,convenience,STANDALONE_PARKING,22,surface,3
Chelsea Inn Chinese Restaurant,-38.0479,145.1412,restaurant,STANDALONE_PARKING,24,surface,3
Copenhagen Patisserie,-38.048,145.1413,bakery,STANDALONE_PARKING,18,surface,3
Nakhon Thai Restaurant,-38.0455,145.1355,restaurant,STANDALONE_PARKING,59,street_side,1
Palermo's Pizza,-38.0479,145.1412,restaurant,STANDALONE_PARKING,24,surface,3
Pizza Villa,-38.045,145.1365,fast_food,STANDALONE_PARKING,46,street_side,3
Shark Fish & Chips,-38.0452,145.1361,fast_food,STANDALONE_PARKING,10,street_side,4
Subway,-38.0294,145.1313,fast_food,STANDALONE_PARKING,17,surface,3
COS - Cheltenham Organic Store,-37.9588,145.0387,greengrocer,STANDALONE,215,surface,0
Corner Toppings Pizza,-37.9687,145.0743,restaurant,STANDALONE_PARKING,26,street_side,2
Dan Murphy's,-37.9565,145.0409,alcohol,STANDALONE_PARKING,40,surface,0
Direct Chemist Outlet,-37.9678,145.0738,chemist,STANDALONE_PARKING,12,surface,1
Direct Chemist Outlet,-37.9679,145.0738,chemist,STANDALONE_PARKING,10,surface,1
Espresso Hit,-37.9667,145.0553,cafe,STRIP,56,street_side,17
Fabrica Café,-37.9628,145.0409,cafe,STANDALONE,104,street_side,0
Farm Road Milk Bar,-37.9637,145.082,convenience,STANDALONE,252,surface,0
G Days Cafe,-37.9506,145.0588,cafe,STANDALONE_PARKING,76,surface,0
Golden Star Fish & Chips,-37.9688,145.0743,restaurant,STANDALONE_PARKING,21,street_side,2
Hole In One Pasta & Pizza,-37.9722,145.0507,fast_food,STANDALONE_PARKING,21,street_side,2
Pie Face,-37.9528,145.0765,cafe,STANDALONE,187,surface,1
Pizza Roma,-37.9669,145.0559,restaurant,STRIP,31,street_side,13
Regnier Cakes,-37.9722,145.0504,bakery,STANDALONE_PARKING,16,street_side,2
Sforno,-37.9674,145.0554,fast_food,STANDALONE_PARKING,8,street_side,5
Tandoori Zone,-37.9668,145.0556,restaurant,STRIP,58,street_side,18
The Parlor Milkbar & Kitchen,-37.9709,145.0394,cafe,STANDALONE_PARKING,28,surface,0
T. T Bakehouse,-37.941,145.1038,bakery,STANDALONE_PARKING,50,surface,3
Monticello Pizza,-37.9405,145.1382,restaurant,STANDALONE_PARKING,27,street_side,2
Beletti,-37.9905,145.2144,restaurant,STANDALONE,96,surface,0
Bojak Brewing,-37.985,145.2002,pub,STANDALONE,183,surface,0
Corner Coffee And Convenience Store,-37.9738,145.1983,convenience,STANDALONE_PARKING,12,street_side,0
Family Fresh Butchers and Caterers Cooked Meats,-37.9931,145.1966,butcher,STANDALONE,323,surface,0
Mix Grill and Pizza,-37.9859,145.2257,fast_food,STANDALONE_PARKING,9,surface,0
B2C Furniture Warehouse,-38.0367,145.1953,bar,STANDALONE,168,surface,0
Woolworths,-37.9835,145.133,supermarket,STANDALONE_PARKING,54,surface,5
Coffee Shop At Raw,-37.9462,145.022,cafe,STANDALONE_PARKING,46,surface,2
Thomas Street Grocery,-37.9398,145.0138,cafe,STANDALONE,254,street_side,0
Burger Road,-37.9491,145.0434,fast_food,STANDALONE_PARKING,16,street_side,4
Chilpa,-37.9487,145.0425,cafe,STRIP,22,street_side,8
Teo's Pizza,-37.9485,145.0424,cafe,STRIP,46,street_side,8
The Diplomat Cafe,-37.9486,145.0425,cafe,STRIP,32,street_side,8
7-Eleven,-37.9942,145.1762,convenience,STANDALONE,137,surface,0
Applehead Deli,-37.9749,145.0645,cafe,STANDALONE_PARKING,78,surface,0
BWS,-37.9813,145.0631,alcohol,STRIP,46,surface,6
Chain of Fools,-37.9884,145.0596,cafe,STANDALONE,417,surface,0
Joe's of Mentone,-37.9887,145.0603,restaurant,STANDALONE,354,surface,0
Cool Bean Kitchen Burger bar,-37.9373,145.0655,cafe,STANDALONE_PARKING,13,surface,0
Mum's Lunch,-37.9431,145.0748,restaurant,STANDALONE,201,surface,0
USA Foods,-37.9432,145.0714,supermarket,STANDALONE,119,surface,0
Aldi,-38.006,145.0852,supermarket,STANDALONE_PARKING,29,underground,4
Augustus Gelatery,-38.008,145.0871,ice_cream,STRIP,44,street_side,11
Bakers Delight,-38.0077,145.0868,bakery,STRIP,18,underground,9
Braeside Cellars,-37.9851,145.0949,alcohol,STANDALONE_PARKING,19,street_side,4
Castle Corner Takeaway,-38.0087,145.0979,fast_food,STANDALONE_PARKING,73,surface,0
Cellarbrations,-38.0076,145.0877,alcohol,STANDALONE_PARKING,25,surface,1
Chiavelli Gourmet Gelato,-38.0087,145.0872,ice_cream,STANDALONE_PARKING,60,street_side,4
Dagach Korean BBQ Mordialloc,-38.0076,145.0858,restaurant,STANDALONE_PARKING,36,surface,0
Davine Quality Fruit,-38.007,145.0871,greengrocer,STANDALONE_PARKING,19,surface,3
Delicious Bites Cafe,-38.0068,145.0861,cafe,STRIP,46,surface,6
Domino's,-38.0079,145.087,fast_food,STRIP,35,underground,11
Epsom Snack Bar,-38.008,145.0965,fast_food,STANDALONE,161,surface,0
French Delicacies,-38.0075,145.0867,cafe,STRIP,32,underground,9
IMMI Dumpling Bar,-38.0064,145.0858,restaurant,STANDALONE_PARKING,56,surface,4
John Dory Seafood,-38.007,145.0862,fast_food,STANDALONE_PARKING,43,surface,4
Mamushka (The Cheesecake Shop),-37.985,145.0944,bakery,STANDALONE_PARKING,35,street_side,4
Manow Thai,-38.0055,145.0861,restaurant,STANDALONE_PARKING,41,surface,0
Mordi Pizza & Pasta,-38.0065,145.0858,fast_food,STANDALONE_PARKING,46,surface,4
Mordialloc Cellar Door,-38.0082,145.0872,alcohol,STRIP,27,street_side,11
Mordialloc Kebabhouse,-37.985,145.0946,fast_food,STANDALONE_PARKING,18,street_side,4
Mordialloc Sporting Club,-38.0053,145.085,pub,STANDALONE_PARKING,33,surface,1
Nando's,-38.0061,145.0855,restaurant,STRIP,54,underground,6
Origami Sushi & Noodles,-38.0079,145.087,fast_food,STRIP,35,underground,11
Oscars Hangout,-38.0022,145.0979,cafe,STANDALONE_PARKING,21,surface,0
Pandora Bakehouse,-37.985,145.0948,bakery,STANDALONE_PARKING,6,street_side,4
Paris Hot Bread,-38.0069,145.0862,bakery,STANDALONE_PARKING,52,surface,5
Rustic Cafe Bakery,-38.006,145.0854,bakery,STANDALONE_PARKING,40,underground,5
Siesta Cafe & Deli,-38.0078,145.0869,cafe,STRIP,24,underground,11
Subway,-38.0079,145.0869,fast_food,STRIP,27,underground,11
Sun Wah Chinese Restaurant,-38.0085,145.0873,restaurant,STANDALONE_PARKING,36,street_side,5
SupaNtral,-38.008,145.087,fast_food,STRIP,40,underground,10
Tender Roast & Cafe,-38.0076,145.0867,cafe,STRIP,21,underground,10
The Bay Mordialloc,-38.0081,145.0853,bar,STANDALONE_PARKING,63,surface,0
The Bottle-O,-38.0058,145.0854,alcohol,STANDALONE_PARKING,31,underground,4
The Bridge Fish & Chips,-38.0082,145.0872,fast_food,STRIP,27,street_side,11
The Nest Cafe & Grocer,-38.0009,145.1019,cafe,STANDALONE,342,surface,0
Tour De Cafe,-38.0095,145.0856,cafe,STANDALONE_PARKING,16,surface,0
Trammo Fish & Chips,-38.0072,145.0873,fast_food,STANDALONE_PARKING,12,surface,2
Urban Ground,-38.0081,145.0978,restaurant,STANDALONE,132,surface,0
Wild Yam Health Foods & Cafe,-38.0066,145.0868,cafe,STANDALONE_PARKING,32,street_side,2
Woolworths,-38.008,145.0867,supermarket,STRIP,24,underground,11
YOMG,-38.0072,145.0864,fast_food,STRIP,49,surface,6
Ayam Penyet Ria,-37.9664,145.1748,restaurant,STRIP,24,surface,16
Street Pho,-37.9662,145.175,restaurant,STRIP,14,surface,16
TOP Choice,-37.966,145.1747,restaurant,STRIP,37,surface,19
4 Cousins,-37.9972,145.0844,supermarket,STANDALONE_PARKING,18,surface,2
4 Cousins Coffee Department,-37.9971,145.0843,cafe,STANDALONE_PARKING,9,surface,1
Duncan's,-37.9936,145.0764,alcohol,STANDALONE_PARKING,8,surface,5
Parkdale Bread and Cakes,-37.9936,145.0763,bakery,STANDALONE_PARKING,11,surface,5
Parkdale Charcoal Chicken,-37.9932,145.0761,fast_food,STANDALONE_PARKING,28,surface,5
Parkdale Food Store,-37.9932,145.0761,cafe,STANDALONE_PARKING,28,surface,5
Station Stop Cafe,-37.9932,145.0762,cafe,STANDALONE_PARKING,36,surface,5
The Local On Como,-37.9933,145.076,cafe,STANDALONE_PARKING,32,surface,5
K For Kebab,-37.9531,145.021,fast_food,STANDALONE_PARKING,28,street_side,0
IGA Express,-38.0889,145.1284,supermarket,STANDALONE_PARKING,40,surface,2
Bun Bun Bakery,-37.9522,145.1521,bakery,STRIP,59,surface,11
Kao Gaeng,-37.9486,145.1512,restaurant,STRIP,30,surface,19
McDonald's,-37.9462,145.1399,fast_food,STANDALONE_PARKING,30,surface,0
Nam Giao,-37.9495,145.1524,restaurant,STRIP,22,surface,10
Phnom Penh Butcher,-37.9491,145.1507,butcher,MALL,15,rooftop,25
Kedai Kampung,-37.962,145.1428,restaurant,STRIP,46,surface,9
